id_venda|cod_cliente|Des_Cliente|cod_produto|nom_produto|cod_marca|des_marca|Ano_venda|Mes_venda|Dia_venda|dtc_venda|qtd_venda|val_venda|num_nota
2183|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|10|9|09/10/2015|1|550.0|141.0
2220|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|1|2|02/01/2014|2|550.0|1415.0
2321|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|4|16|16/04/2014|2|550.0|478.0
2332|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|7|17|17/07/2015|1|550.0|1254.0
2699|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|8|11|11/08/2014|3|550.0|950.0
2702|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|8|6|06/08/2015|1|550.0|896.0
2708|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|8|2|02/08/2015|1|550.0|1202.0
2798|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|12|19|19/12/2015|2|550.0|110.0
2989|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|1|26|26/01/2014|3|550.0|843.0
3046|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|4|13|13/04/2015|1|550.0|937.0
3179|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|6|2|02/06/2015|3|550.0|39.0
3344|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|6|25|25/06/2015|2|550.0|1331.0
3666|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|8|9|09/08/2014|2|550.0|810.0
4103|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|12|7|07/12/2015|2|550.0|510.0
4436|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|2|10|10/02/2014|3|550.0|1056.0
4487|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|2|27|27/02/2014|1|550.0|1259.0
4721|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|9|2|02/09/2014|3|550.0|1012.0
4725|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|2|2|02/02/2014|2|550.0|822.0
5356|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|6|06/05/2014|1|550.0|1081.0
5620|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|9|6|06/09/2015|3|550.0|956.0
5747|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|2|21|21/02/2015|3|550.0|1203.0
5787|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|11|3|03/11/2014|3|550.0|1078.0
5788|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|12|23|23/12/2015|1|550.0|654.0
5815|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|7|18|18/07/2015|1|550.0|782.0
6122|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|6|1|01/06/2015|3|550.0|40.0
6262|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|10|5|05/10/2015|1|550.0|573.0
6307|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|10|26|26/10/2014|2|550.0|1486.0
6511|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|9|20|20/09/2014|1|550.0|1180.0
6695|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|7|16|16/07/2015|3|550.0|1018.0
6805|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|2|12|12/02/2015|2|550.0|528.0
6916|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|6|23|23/06/2015|3|550.0|108.0
6977|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|5|12|12/05/2015|2|550.0|909.0
7000|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|2|14|14/02/2014|1|550.0|694.0
7396|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|2|18|18/02/2014|1|550.0|138.0
7581|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|10|2|02/10/2014|3|550.0|345.0
8324|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|12|25|25/12/2014|2|550.0|464.0
8398|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|25|25/05/2014|1|550.0|495.0
8422|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|12|8|08/12/2014|1|550.0|619.0
8559|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|17|17/05/2014|2|550.0|323.0
8562|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|2|22|22/02/2015|1|550.0|1155.0
8680|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|8|12|12/08/2015|3|550.0|545.0
8686|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|7|21|21/07/2014|1|550.0|487.0
8687|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|9|16|16/09/2015|2|550.0|190.0
8935|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|8|25|25/08/2014|2|550.0|1117.0
9021|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|9|8|08/09/2014|3|550.0|1244.0
9282|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|6|22|22/06/2014|1|550.0|1166.0
9577|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|6|8|08/06/2014|3|550.0|1263.0
9715|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|10|26|26/10/2015|1|550.0|1160.0
9743|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|7|2|02/07/2015|2|550.0|743.0
9939|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|24|24/05/2014|1|550.0|1298.0
10113|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|9|4|04/09/2014|1|550.0|1279.0
10415|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|3|15|15/03/2015|3|550.0|1294.0
10434|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|1|23|23/01/2014|2|550.0|1497.0
10511|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|4|26|26/04/2015|2|550.0|1448.0
181|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|7|26|26/07/2015|2|52.9|241.0
318|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|11|13|13/11/2015|1|52.9|738.0
382|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|1|19|19/01/2015|1|52.9|655.0
763|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|1|11|11/01/2015|1|52.9|858.0
801|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|3|27|27/03/2015|2|52.9|287.0
891|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|1|18|18/01/2015|2|52.9|62.0
1051|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|12|19|19/12/2014|3|52.9|1233.0
1358|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|4|7|07/04/2015|2|52.9|944.0
1565|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|4|21|21/04/2015|3|52.9|1476.0
1806|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|10|5|05/10/2015|2|52.9|1401.0
1858|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|19|19/09/2014|3|52.9|51.0
1890|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|7|5|05/07/2014|2|52.9|516.0
1942|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|1|2|02/01/2015|1|52.9|543.0
2196|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|4|1|01/04/2014|3|52.9|1461.0
2214|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|12|10|10/12/2015|3|52.9|56.0
2219|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|9|27|27/09/2015|2|52.9|1127.0
2762|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|5|19|19/05/2014|1|52.9|1029.0
2828|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|11|26|26/11/2015|1|52.9|1297.0
3053|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|11|11/09/2014|1|52.9|4.0
3058|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|8|3|03/08/2014|2|52.9|916.0
3198|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|6|26|26/06/2015|3|52.9|967.0
3346|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|11|16|16/11/2015|3|52.9|1173.0
3396|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|5|17|17/05/2015|2|52.9|550.0
3432|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|1|2|02/01/2015|1|52.9|1254.0
3465|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|7|26|26/07/2014|3|52.9|294.0
3684|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|1|24|24/01/2014|3|52.9|301.0
3685|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|4|28|28/04/2014|1|52.9|139.0
3816|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|12|1|01/12/2015|3|52.9|12.0
4027|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|23|23/09/2014|1|52.9|94.0
4121|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|10|5|05/10/2014|2|52.9|617.0
4172|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|10|4|04/10/2015|2|52.9|282.0
4182|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|4|4|04/04/2014|1|52.9|1238.0
4468|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|6|21|21/06/2014|1|52.9|1054.0
4687|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|2|16|16/02/2014|1|52.9|1453.0
4786|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|6|18|18/06/2014|1|52.9|1310.0
4823|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|3|7|07/03/2015|3|52.9|524.0
4858|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|5|6|06/05/2014|2|52.9|624.0
4862|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|6|18|18/06/2015|1|52.9|1203.0
4926|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|11|23|23/11/2015|2|52.9|571.0
4928|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|6|16|16/06/2015|2|52.9|695.0
4934|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|4|10|10/04/2014|1|52.9|31.0
5135|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|6|15|15/06/2014|3|52.9|727.0
5189|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|10|6|06/10/2015|1|52.9|1281.0
5193|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|8|7|07/08/2014|3|52.9|410.0
5391|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|7|10|10/07/2014|3|52.9|647.0
5509|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|1|14|14/01/2014|1|52.9|571.0
5584|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|8|3|03/08/2015|2|52.9|767.0
5912|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|7|07/09/2014|3|52.9|790.0
5963|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|23|23/09/2014|2|52.9|893.0
6131|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|10|19|19/10/2014|3|52.9|1226.0
6385|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|9|21|21/09/2015|1|52.9|984.0
6707|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|5|23|23/05/2015|2|52.9|1382.0
6863|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|4|10|10/04/2015|3|52.9|1153.0
6927|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|2|13|13/02/2014|1|52.9|391.0
7156|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|3|12|12/03/2015|1|52.9|1293.0
7162|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|5|18|18/05/2015|3|52.9|1329.0
7241|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|5|28|28/05/2014|3|52.9|1043.0
7359|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|3|6|06/03/2014|1|52.9|431.0
7492|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|11|4|04/11/2014|1|52.9|516.0
7630|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|6|06/09/2014|2|52.9|813.0
7952|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|7|16|16/07/2014|2|52.9|1424.0
8108|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|1|25|25/01/2014|1|52.9|950.0
8111|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|3|10|10/03/2014|1|52.9|1190.0
8181|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|2|2|02/02/2014|3|52.9|473.0
8217|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|6|25|25/06/2014|1|52.9|1180.0
8489|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|2|1|01/02/2014|2|52.9|215.0
8627|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|4|10|10/04/2015|1|52.9|146.0
8696|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|12|2|02/12/2014|1|52.9|151.0
8701|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|9|11|11/09/2014|3|52.9|568.0
9099|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|5|24|24/05/2015|1|52.9|625.0
9333|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|7|1|01/07/2015|2|52.9|1198.0
9364|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|7|2|02/07/2014|2|52.9|456.0
9372|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|10|1|01/10/2014|1|52.9|1139.0
9431|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2015|10|13|13/10/2015|3|52.9|1076.0
9749|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|2|21|21/02/2014|2|52.9|186.0
10211|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|4|4|04/04/2014|2|52.9|299.0
10442|1|João Do Pulo|7|CELULAR 4GB|5|SAMSUNG|2014|1|18|18/01/2014|1|52.9|915.0
79|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|4|25|25/04/2014|3|875.0|14.0
472|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|4|25|25/04/2014|1|875.0|708.0
600|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|4|23|23/04/2014|1|875.0|528.0
638|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|21|21/12/2014|3|875.0|1352.0
645|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|4|15|15/04/2014|1|875.0|844.0
706|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|7|10|10/07/2014|3|875.0|663.0
724|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|10|22|22/10/2014|3|875.0|976.0
795|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|6|25|25/06/2014|1|875.0|356.0
893|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|2|13|13/02/2015|2|875.0|1183.0
1149|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|3|20|20/03/2014|1|875.0|948.0
1340|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|2|11|11/02/2014|3|875.0|401.0
1456|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|7|17|17/07/2014|3|875.0|1434.0
1461|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|11|14|14/11/2015|1|875.0|835.0
1613|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|2|6|06/02/2015|2|875.0|527.0
1703|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|7|1|01/07/2015|3|875.0|1325.0
1957|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|1|12|12/01/2014|3|875.0|1338.0
2296|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|2|26|26/02/2014|2|875.0|385.0
2520|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|6|20|20/06/2015|2|875.0|1430.0
2568|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|6|4|04/06/2014|1|875.0|46.0
2931|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|3|17|17/03/2014|3|875.0|842.0
2999|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|11|15|15/11/2015|2|875.0|1058.0
3063|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|1|6|06/01/2015|3|875.0|726.0
3242|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|10|7|07/10/2015|3|875.0|343.0
3710|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|8|2|02/08/2015|1|875.0|781.0
3861|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|9|11|11/09/2014|1|875.0|743.0
3958|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|1|01/12/2014|3|875.0|440.0
4235|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|6|12|12/06/2015|2|875.0|1356.0
4395|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|4|1|01/04/2015|2|875.0|240.0
4444|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|7|23|23/07/2015|2|875.0|476.0
4967|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|2|14|14/02/2015|2|875.0|280.0
5033|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|7|9|09/07/2015|1|875.0|174.0
5269|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|10|12|12/10/2014|3|875.0|593.0
5693|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|2|28|28/02/2014|2|875.0|1180.0
5870|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|8|11|11/08/2015|2|875.0|855.0
6030|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|12|13|13/12/2015|2|875.0|227.0
6494|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|2|16|16/02/2014|3|875.0|586.0
6512|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|3|27|27/03/2014|3|875.0|627.0
6574|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|5|8|08/05/2015|2|875.0|979.0
6706|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|10|19|19/10/2015|3|875.0|241.0
6709|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|9|10|10/09/2014|2|875.0|686.0
6845|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|9|09/12/2014|2|875.0|835.0
6917|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|3|4|04/03/2014|1|875.0|981.0
7104|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|9|13|13/09/2015|1|875.0|354.0
7399|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|8|23|23/08/2015|3|875.0|682.0
8096|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|3|2|02/03/2014|3|875.0|1365.0
8115|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|9|14|14/09/2015|1|875.0|1364.0
8317|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|4|12|12/04/2014|3|875.0|360.0
8432|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|14|14/12/2014|3|875.0|973.0
8475|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|10|6|06/10/2014|1|875.0|849.0
8650|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|1|6|06/01/2014|1|875.0|175.0
8737|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|6|27|27/06/2014|3|875.0|1142.0
9067|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|12|16|16/12/2015|3|875.0|1289.0
9113|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|2|22|22/02/2015|3|875.0|572.0
9240|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|16|16/12/2014|3|875.0|170.0
9698|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|11|27|27/11/2014|1|875.0|1034.0
9936|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|3|22|22/03/2015|3|875.0|568.0
10029|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|1|12|12/01/2014|2|875.0|67.0
10066|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|10|3|03/10/2015|2|875.0|848.0
10120|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|6|16|16/06/2014|2|875.0|1174.0
10128|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|2|17|17/02/2014|1|875.0|1195.0
10192|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|12|2|02/12/2014|1|875.0|888.0
10206|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2014|7|23|23/07/2014|3|875.0|395.0
10358|1|João Do Pulo|8|TELEFONE SEM FIO|5|SAMSUNG|2015|9|5|05/09/2015|1|875.0|226.0
200|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|12|17|17/12/2015|2|12.25|1392.0
272|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|7|3|03/07/2015|2|12.25|90.0
444|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|4|25|25/04/2015|1|12.25|833.0
665|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|8|27|27/08/2014|2|12.25|1006.0
750|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|10|12|12/10/2014|1|12.25|1171.0
783|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|8|27|27/08/2015|1|12.25|279.0
822|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|4|27|27/04/2015|3|12.25|371.0
843|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|8|21|21/08/2014|1|12.25|424.0
975|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|11|16|16/11/2014|1|12.25|288.0
1158|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|4|21|21/04/2014|2|12.25|1192.0
1160|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|7|25|25/07/2014|1|12.25|224.0
1274|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|1|27|27/01/2015|1|12.25|581.0
1486|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|2|28|28/02/2014|2|12.25|1225.0
1983|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|1|17|17/01/2014|2|12.25|1291.0
2050|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|8|10|10/08/2014|2|12.25|378.0
2577|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|11|21|21/11/2015|3|12.25|594.0
2922|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|6|9|09/06/2015|2|12.25|320.0
2936|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|8|4|04/08/2014|1|12.25|10.0
3005|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|3|15|15/03/2014|3|12.25|227.0
3042|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|2|7|07/02/2015|3|12.25|1412.0
3082|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|9|19|19/09/2015|1|12.25|1139.0
3211|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|10|9|09/10/2014|3|12.25|823.0
3498|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|1|5|05/01/2015|3|12.25|718.0
3834|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|11|11|11/11/2014|1|12.25|974.0
3933|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|6|15|15/06/2015|1|12.25|894.0
4055|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|5|27|27/05/2014|1|12.25|1491.0
4168|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|8|18|18/08/2014|3|12.25|1181.0
4188|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|9|7|07/09/2014|1|12.25|7.0
4258|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|5|28|28/05/2014|1|12.25|952.0
4327|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|5|12|12/05/2015|3|12.25|1340.0
4389|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|12|15|15/12/2015|2|12.25|1222.0
4431|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|9|27|27/09/2015|1|12.25|185.0
4458|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|6|24|24/06/2014|1|12.25|1234.0
4552|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|5|7|07/05/2014|1|12.25|1153.0
4675|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2015|7|4|04/07/2015|1|12.25|519.0
4684|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|12|21|21/12/2014|1|12.25|1112.0
4724|1|João Do Pulo|9|CELULAR  8GB|8|FABER CASTELL|2014|2|25|25/02/2014|2|12.25|394.0
